index,filename,url,delimiter,header_row
0,Employee_Earnings_Report_2014.csv,"",c,0
1,buildbps.csv,"",c,0
2,classsizebygenderpopulation.csv,"",c,0
3,enrollmentbyracegender.csv,"",c,0
4,indicators.csv,"",c,0
5,EducatorEvalPerf.csv,"",c,0
6,Gradsattendingcollege.csv,"",c,0
7,graduates.csv,"",c,0
8,Public_Schools.csv,"",c,0
9,Non_Public_Schools.csv,"",c,0
